ArtistName,AlbumName,TrackName
Green Day,International Superhits,Brain Stew
Green Day,International Superhits,Jaded
Green Day,International Superhits,Walking Contradiction
Green Day,International Superhits,Stuck With Me
Green Day,International Superhits,Hitchin' A Ride
Green Day,International Superhits,Good Riddance (Time Of Your Life)
Green Day,International Superhits,Redundant
Green Day,International Superhits,Nice Guys Finish Last
Green Day,International Superhits,Minority
Green Day,International Superhits,Warning
Green Day,International Superhits,Waiting
Green Day,International Superhits,Macy's Day Parade
Green Day,American Idiot,American Idiot
Green Day,American Idiot,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home
Green Day,American Idiot,Holiday
Green Day,American Idiot,Boulevard Of Broken Dreams
Green Day,American Idiot,Are We The Waiting
Green Day,American Idiot,St. Jimmy
Green Day,American Idiot,Give Me Novacaine
Green Day,American Idiot,She's A Rebel
Green Day,American Idiot,Extraordinary Girl
Green Day,American Idiot,Letterbomb
Green Day,American Idiot,Wake Me Up When September Ends
Green Day,American Idiot,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again
Green Day,American Idiot,Whatsername
David Coverdale,Into The Light,Into The Light
David Coverdale,Into The Light,River Song
David Coverdale,Into The Light,She Give Me ...
David Coverdale,Into The Light,Don't You Cry
David Coverdale,Into The Light,Love Is Blind
David Coverdale,Into The Light,Slave
David Coverdale,Into The Light,Cry For Love
David Coverdale,Into The Light,Living On Love
David Coverdale,Into The Light,Midnight Blue
David Coverdale,Into The Light,Too Many Tears
David Coverdale,Into The Light,Don't Lie To Me
David Coverdale,Into The Light,Wherever You May Go
Gonzaguinha,Meus Momentos,Grito De Alerta
Gonzaguinha,Meus Momentos,Não Dá Mais Pra Segurar (Explode Coração)
Gonzaguinha,Meus Momentos,Começaria Tudo Outra Vez
Gonzaguinha,Meus Momentos,O Que É O Que É ?
Gonzaguinha,Meus Momentos,Sangrando
Gonzaguinha,Meus Momentos,"Diga Lá, Coração"
Gonzaguinha,Meus Momentos,Lindo Lago Do Amor
Gonzaguinha,Meus Momentos,Eu Apenas Queria Que Voçê Soubesse
Gonzaguinha,Meus Momentos,Com A Perna No Mundo
Gonzaguinha,Meus Momentos,E Vamos À Luta
Gonzaguinha,Meus Momentos,Um Homem Também Chora (Guerreiro Menino)
Gonzaguinha,Meus Momentos,Comportamento Geral
Gonzaguinha,Meus Momentos,Ponto De Interrogação
Gonzaguinha,Meus Momentos,"Espere Por Mim, Morena"
Os Mutantes,Minha História,Balada Do Louco
Os Mutantes,Minha História,Ando Meio Desligado
Os Mutantes,Minha História,Top Top
Os Mutantes,Minha História,Baby
Os Mutantes,Minha História,A E O Z
Os Mutantes,Minha História,Panis Et Circenses
Os Mutantes,Minha História,Chão De Estrelas
Os Mutantes,Minha História,Vida De Cachorro
Os Mutantes,Minha História,Bat Macumba
Os Mutantes,Minha História,Desculpe Babe
Os Mutantes,Minha História,Rita Lee
Os Mutantes,Minha História,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll"
Os Mutantes,Minha História,Banho De Lua
Os Mutantes,Minha História,Meu Refrigerador Não Funciona
Deep Purple,MK III The Final Concerts [Disc 1],Burn
Deep Purple,MK III The Final Concerts [Disc 1],Stormbringer
Deep Purple,MK III The Final Concerts [Disc 1],Gypsy
Deep Purple,MK III The Final Concerts [Disc 1],Lady Double Dealer
Deep Purple,MK III The Final Concerts [Disc 1],Mistreated
Deep Purple,MK III The Final Concerts [Disc 1],Smoke On The Water
Deep Purple,MK III The Final Concerts [Disc 1],You Fool No One
Deep Purple,The Final Concerts (Disc 2),Space Truckin'
Deep Purple,The Final Concerts (Disc 2),Going Down / Highway Star
Deep Purple,The Final Concerts (Disc 2),Mistreated (Alternate Version)
Deep Purple,The Final Concerts (Disc 2),You Fool No One (Alternate Version)
Deep Purple,Come Taste The Band,Comin' Home
Deep Purple,Come Taste The Band,Lady Luck
Deep Purple,Come Taste The Band,Gettin' Tighter
Deep Purple,Come Taste The Band,Dealer
Deep Purple,Come Taste The Band,I Need Love
Deep Purple,Come Taste The Band,Drifter
Deep Purple,Come Taste The Band,Love Child
Deep Purple,Come Taste The Band,This Time Around / Owed to 'G' [Instrumental]
Deep Purple,Come Taste The Band,You Keep On Moving
Deep Purple,Deep Purple In Rock,Speed King
Deep Purple,Deep Purple In Rock,Bloodsucker
Deep Purple,Deep Purple In Rock,Child In Time
Deep Purple,Deep Purple In Rock,Flight Of The Rat
Deep Purple,Deep Purple In Rock,Into The Fire
Deep Purple,Deep Purple In Rock,Living Wreck
Deep Purple,Deep Purple In Rock,Hard Lovin' Man
Deep Purple,Fireball,Fireball
Deep Purple,Fireball,No No No
Deep Purple,Fireball,Strange Kind Of Woman
Deep Purple,Fireball,Anyone's Daughter
Deep Purple,Fireball,The Mule
Deep Purple,Fireball,Fools
Deep Purple,Fireball,No One Came
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Knocking At Your Back Door
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Bad Attitude
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Child In Time (Son Of Aleric - Instrumental)
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Nobody's Home
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Black Night
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Perfect Strangers
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,The Unwritten Law
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Call Of The Wild
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Hush
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Smoke On The Water
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Space Trucking
Deep Purple,Machine Head,Highway Star
Deep Purple,Machine Head,Maybe I'm A Leo
Deep Purple,Machine Head,Pictures Of Home
Deep Purple,Machine Head,Never Before
Deep Purple,Machine Head,Smoke On The Water
Deep Purple,Machine Head,Lazy
Deep Purple,Machine Head,Space Truckin'
Deep Purple,Purpendicular,Vavoom : Ted The Mechanic
Deep Purple,Purpendicular,Loosen My Strings
Deep Purple,Purpendicular,Soon Forgotten
Deep Purple,Purpendicular,Sometimes I Feel Like Screaming
Deep Purple,Purpendicular,Cascades : I'm Not Your Lover
Deep Purple,Purpendicular,The Aviator
Deep Purple,Purpendicular,Rosa's Cantina
Deep Purple,Purpendicular,A Castle Full Of Rascals
Deep Purple,Purpendicular,A Touch Away
Deep Purple,Purpendicular,Hey Cisco
Deep Purple,Purpendicular,Somebody Stole My Guitar
Deep Purple,Purpendicular,The Purpendicular Waltz
Deep Purple,Slaves And Masters,King Of Dreams
Deep Purple,Slaves And Masters,The Cut Runs Deep
Deep Purple,Slaves And Masters,Fire In The Basement
Deep Purple,Slaves And Masters,Truth Hurts
Deep Purple,Slaves And Masters,Breakfast In Bed
Deep Purple,Slaves And Masters,Love Conquers All
Deep Purple,Slaves And Masters,Fortuneteller
Deep Purple,Slaves And Masters,Too Much Is Not Enough
Deep Purple,Slaves And Masters,Wicked Ways
Deep Purple,Stormbringer,Stormbringer
Deep Purple,Stormbringer,Love Don't Mean a Thing
Deep Purple,Stormbringer,Holy Man
Deep Purple,Stormbringer,Hold On
Deep Purple,Stormbringer,Lady Double Dealer
Deep Purple,Stormbringer,You Can't Do it Right (With the One You Love)
Deep Purple,Stormbringer,High Ball Shooter
Deep Purple,Stormbringer,The Gypsy
Deep Purple,Stormbringer,Soldier Of Fortune
Deep Purple,The Battle Rages On,The Battle Rages On
Deep Purple,The Battle Rages On,Lick It Up
Deep Purple,The Battle Rages On,Anya
Deep Purple,The Battle Rages On,Talk About Love
Deep Purple,The Battle Rages On,Time To Kill
Deep Purple,The Battle Rages On,Ramshackle Man
Deep Purple,The Battle Rages On,A Twist In The Tail
Deep Purple,The Battle Rages On,Nasty Piece Of Work
Deep Purple,The Battle Rages On,Solitaire
Deep Purple,The Battle Rages On,One Man's Meat
Santana,Supernatural,(Da Le) Yaleo
Santana,Supernatural,Love Of My Life
Santana,Supernatural,Put Your Lights On
Santana,Supernatural,Africa Bamba
Santana,Supernatural,Smooth
Santana,Supernatural,Do You Like The Way
Santana,Supernatural,Maria Maria
Santana,Supernatural,Migra
Santana,Supernatural,Corazon Espinado
Santana,Supernatural,Wishing It Was
Santana,Supernatural,El Farol
Santana,Supernatural,Primavera
Santana,Supernatural,The Calling
Santana,Santana - As Years Go By,Jingo
Santana,Santana - As Years Go By,El Corazon Manda
Santana,Santana - As Years Go By,La Puesta Del Sol
Santana,Santana - As Years Go By,Persuasion
Santana,Santana - As Years Go By,As The Years Go by
Santana,Santana - As Years Go By,Soul Sacrifice
Santana,Santana - As Years Go By,Fried Neckbones And Home Fries
Santana,Santana - As Years Go By,Santana Jam
Santana,Santana Live,Evil Ways
Santana,Santana Live,We've Got To Get Together/Jingo
Santana,Santana Live,Rock Me
Santana,Santana Live,Just Ain't Good Enough
Santana,Santana Live,Funky Piano
Santana,Santana Live,The Way You Do To Mer
Santana Feat. Dave Matthews,,
Santana Feat. Everlast,,
Santana Feat. Rob Thomas,,
Santana Feat. Lauryn Hill & Cee-Lo,,
Santana Feat. The Project G&B,,
Santana Feat. Maná,,
Santana Feat. Eagle-Eye Cherry,,
Santana Feat. Eric Clapton,,
Miles Davis,The Essential Miles Davis [Disc 1],Now's The Time
Miles Davis,The Essential Miles Davis [Disc 1],Jeru
Miles Davis,The Essential Miles Davis [Disc 1],Compulsion
Miles Davis,The Essential Miles Davis [Disc 1],Tempus Fugit
Miles Davis,The Essential Miles Davis [Disc 1],Walkin'
Miles Davis,The Essential Miles Davis [Disc 1],'Round Midnight
Miles Davis,The Essential Miles Davis [Disc 1],Bye Bye Blackbird
Miles Davis,The Essential Miles Davis [Disc 1],New Rhumba
Miles Davis,The Essential Miles Davis [Disc 1],Generique
Miles Davis,The Essential Miles Davis [Disc 1],Summertime
Miles Davis,The Essential Miles Davis [Disc 1],So What
Miles Davis,The Essential Miles Davis [Disc 1],The Pan Piper
Miles Davis,The Essential Miles Davis [Disc 1],Someday My Prince Will Come
Miles Davis,The Essential Miles Davis [Disc 2],My Funny Valentine (Live)
Miles Davis,The Essential Miles Davis [Disc 2],E.S.P.
Miles Davis,The Essential Miles Davis [Disc 2],Nefertiti
Miles Davis,The Essential Miles Davis [Disc 2],Petits Machins (Little Stuff)
Miles Davis,The Essential Miles Davis [Disc 2],Miles Runs The Voodoo Down
Miles Davis,The Essential Miles Davis [Disc 2],Little Church (Live)
Miles Davis,The Essential Miles Davis [Disc 2],Black Satin
Miles Davis,The Essential Miles Davis [Disc 2],Jean Pierre (Live)
Miles Davis,The Essential Miles Davis [Disc 2],Time After Time
Miles Davis,The Essential Miles Davis [Disc 2],Portia
Miles Davis,Miles Ahead,Springsville
Miles Davis,Miles Ahead,The Maids Of Cadiz
Miles Davis,Miles Ahead,The Duke
Miles Davis,Miles Ahead,My Ship
Miles Davis,Miles Ahead,Miles Ahead
Miles Davis,Miles Ahead,Blues For Pablo
Miles Davis,Miles Ahead,New Rhumba
Miles Davis,Miles Ahead,The Meaning Of The Blues
Miles Davis,Miles Ahead,Lament
Miles Davis,Miles Ahead,I Don't Wanna Be Kissed (By Anyone But You)
Miles Davis,Miles Ahead,Springsville (Alternate Take)
Miles Davis,Miles Ahead,Blues For Pablo (Alternate Take)
Miles Davis,Miles Ahead,The Meaning Of The Blues/Lament (Alternate Take)
Miles Davis,Miles Ahead,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take)
Gene Krupa,Up An' Atom,Jeepers Creepers
Gene Krupa,Up An' Atom,Blue Rythm Fantasy
Gene Krupa,Up An' Atom,Drum Boogie
Gene Krupa,Up An' Atom,Let Me Off Uptown
Gene Krupa,Up An' Atom,Leave Us Leap
Gene Krupa,Up An' Atom,Opus No.1
Gene Krupa,Up An' Atom,Boogie Blues
Gene Krupa,Up An' Atom,How High The Moon
Gene Krupa,Up An' Atom,Disc Jockey Jump
Gene Krupa,Up An' Atom,Up An' Atom
Gene Krupa,Up An' Atom,Bop Boogie
Gene Krupa,Up An' Atom,Lemon Drop
Gene Krupa,Up An' Atom,Coronation Drop
Gene Krupa,Up An' Atom,Overtime
Gene Krupa,Up An' Atom,Imagination
Gene Krupa,Up An' Atom,Don't Take Your Love From Me
Gene Krupa,Up An' Atom,Midget
Gene Krupa,Up An' Atom,I'm Coming Virginia
Gene Krupa,Up An' Atom,Payin' Them Dues Blues
Gene Krupa,Up An' Atom,Jungle Drums
Gene Krupa,Up An' Atom,Showcase
Gene Krupa,Up An' Atom,Swedish Schnapps
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Samba Da Bênção
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Pot-Pourri N.º 4
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Onde Anda Você
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Samba Da Volta
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Canto De Ossanha
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Pot-Pourri N.º 5
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Formosa
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Como É Duro Trabalhar
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Minha Namorada
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Por Que Será
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Berimbau
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Deixa
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Pot-Pourri N.º 2
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Samba Em Prelúdio
Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Carta Ao Tom 74
Vinícius De Moraes & Baden Powell,,
Vinícius De Moraes,Vinicius De Moraes,Pela Luz Dos Olhos Teus
Vinícius De Moraes,Vinicius De Moraes,A Bencao E Outros
Vinícius De Moraes,Vinicius De Moraes,Tudo Na Mais Santa Paz
Vinícius De Moraes,Vinicius De Moraes,O Velho E Aflor
Vinícius De Moraes,Vinicius De Moraes,Cotidiano N 2
Vinícius De Moraes,Vinicius De Moraes,Adeus
Vinícius De Moraes,Vinicius De Moraes,Samba Pra Endrigo
Vinícius De Moraes,Vinicius De Moraes,So Por Amor
Vinícius De Moraes,Vinicius De Moraes,Meu Pranto Rolou
Vinícius De Moraes,Vinicius De Moraes,Mulher Carioca
Vinícius De Moraes,Vinicius De Moraes,Um Homem Chamado Alfredo
Vinícius De Moraes,Vinicius De Moraes,Samba Do Jato
Vinícius De Moraes,Vinicius De Moraes,"Oi, La"
Vinícius De Moraes,Vinicius De Moraes,"Vinicius, Poeta Do Encontro"
Vinícius De Moraes,Vinicius De Moraes,Soneto Da Separacao
Vinícius E Qurteto Em Cy,,
Vinícius E Odette Lara,,
"Vinicius, Toquinho & Quarteto Em Cy",,
Creedence Clearwater Revival,"Chronicle, Vol. 1",Susie Q
Creedence Clearwater Revival,"Chronicle, Vol. 1",I Put A Spell On You
Creedence Clearwater Revival,"Chronicle, Vol. 1",Proud Mary
Creedence Clearwater Revival,"Chronicle, Vol. 1",Bad Moon Rising
Creedence Clearwater Revival,"Chronicle, Vol. 1",Lodi
Creedence Clearwater Revival,"Chronicle, Vol. 1",Green River
Creedence Clearwater Revival,"Chronicle, Vol. 1",Commotion
Creedence Clearwater Revival,"Chronicle, Vol. 1",Down On The Corner
Creedence Clearwater Revival,"Chronicle, Vol. 1",Fortunate Son
Creedence Clearwater Revival,"Chronicle, Vol. 1",Travelin' Band
Creedence Clearwater Revival,"Chronicle, Vol. 1",Who'll Stop The Rain
Creedence Clearwater Revival,"Chronicle, Vol. 1",Up Around The Bend
Creedence Clearwater Revival,"Chronicle, Vol. 1",Run Through The Jungle
Creedence Clearwater Revival,"Chronicle, Vol. 1",Lookin' Out My Back Door
Creedence Clearwater Revival,"Chronicle, Vol. 1",Long As I Can See The Light
Creedence Clearwater Revival,"Chronicle, Vol. 1",I Heard It Through The Grapevine
Creedence Clearwater Revival,"Chronicle, Vol. 1",Have You Ever Seen The Rain?
Creedence Clearwater Revival,"Chronicle, Vol. 1",Hey Tonight
Creedence Clearwater Revival,"Chronicle, Vol. 1",Sweet Hitch-Hiker
Creedence Clearwater Revival,"Chronicle, Vol. 1",Someday Never Comes
Creedence Clearwater Revival,"Chronicle, Vol. 2",Walking On The Water
Creedence Clearwater Revival,"Chronicle, Vol. 2","Suzie-Q, Pt. 2"
Creedence Clearwater Revival,"Chronicle, Vol. 2",Born On The Bayou
Creedence Clearwater Revival,"Chronicle, Vol. 2",Good Golly Miss Molly
Creedence Clearwater Revival,"Chronicle, Vol. 2",Tombstone Shadow
Creedence Clearwater Revival,"Chronicle, Vol. 2",Wrote A Song For Everyone
Creedence Clearwater Revival,"Chronicle, Vol. 2",Night Time Is The Right Time
Creedence Clearwater Revival,"Chronicle, Vol. 2",Cotton Fields
Creedence Clearwater Revival,"Chronicle, Vol. 2",It Came Out Of The Sky
Creedence Clearwater Revival,"Chronicle, Vol. 2",Don't Look Now
Creedence Clearwater Revival,"Chronicle, Vol. 2",The Midnight Special
Creedence Clearwater Revival,"Chronicle, Vol. 2",Before You Accuse Me
Creedence Clearwater Revival,"Chronicle, Vol. 2",My Baby Left Me
Creedence Clearwater Revival,"Chronicle, Vol. 2",Pagan Baby
Creedence Clearwater Revival,"Chronicle, Vol. 2",(Wish I Could) Hideaway
Creedence Clearwater Revival,"Chronicle, Vol. 2",It's Just A Thought
Creedence Clearwater Revival,"Chronicle, Vol. 2",Molina
Creedence Clearwater Revival,"Chronicle, Vol. 2",Born To Move
Creedence Clearwater Revival,"Chronicle, Vol. 2",Lookin' For A Reason
Creedence Clearwater Revival,"Chronicle, Vol. 2",Hello Mary Lou
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Gatas Extraordinárias
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Brasil
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Eu Sou Neguinha (Ao Vivo)
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Geração Coca-Cola (Ao Vivo)
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Lanterna Dos Afogados
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Coroné Antonio Bento
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],"Você Passa, Eu Acho Graça (Ao Vivo)"
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Meu Mundo Fica Completo (Com Você)
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],1° De Julho
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Música Urbana 2
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Vida Bandida (Ao Vivo)
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Palavras Ao Vento
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Não Sei O Que Eu Quero Da Vida
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Woman Is The Nigger Of The World (Ao Vivo)
Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],Juventude Transviada (Ao Vivo)
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Malandragem
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],O Segundo Sol
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Smells Like Teen Spirit (Ao Vivo)
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],E.C.T.
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Todo Amor Que Houver Nesta Vida
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Metrô. Linha 743
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Nós (Ao Vivo)
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Na Cadência Do Samba
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Admirável Gado Novo
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Eleanor Rigby
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Socorro
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Blues Da Piedade
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Rubens
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Não Deixe O Samba Morrer - Cassia Eller e Alcione
Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)
Def Leppard,Vault: Def Leppard's Greatest Hits,Pour Some Sugar On Me
Def Leppard,Vault: Def Leppard's Greatest Hits,Photograph
Def Leppard,Vault: Def Leppard's Greatest Hits,Love Bites
Def Leppard,Vault: Def Leppard's Greatest Hits,Let's Get Rocked
Def Leppard,Vault: Def Leppard's Greatest Hits,Two Steps Behind [Acoustic Version]
Def Leppard,Vault: Def Leppard's Greatest Hits,Animal
Def Leppard,Vault: Def Leppard's Greatest Hits,Heaven Is
Def Leppard,Vault: Def Leppard's Greatest Hits,Rocket
Def Leppard,Vault: Def Leppard's Greatest Hits,When Love & Hate Collide
Def Leppard,Vault: Def Leppard's Greatest Hits,Action
Def Leppard,Vault: Def Leppard's Greatest Hits,Make Love Like A Man
Def Leppard,Vault: Def Leppard's Greatest Hits,Armageddon It
Def Leppard,Vault: Def Leppard's Greatest Hits,Have You Ever Needed Someone So Bad
Def Leppard,Vault: Def Leppard's Greatest Hits,Rock Of Ages
Def Leppard,Vault: Def Leppard's Greatest Hits,Hysteria
Def Leppard,Vault: Def Leppard's Greatest Hits,Bringin' On The Heartbreak
Dennis Chambers,Outbreak,Roll Call
Dennis Chambers,Outbreak,Otay
Dennis Chambers,Outbreak,Groovus Interruptus
Dennis Chambers,Outbreak,Paris On Mine
Dennis Chambers,Outbreak,In Time
Dennis Chambers,Outbreak,Plan B
Dennis Chambers,Outbreak,Outbreak
Dennis Chambers,Outbreak,"Baltimore, DC"
Dennis Chambers,Outbreak,Talkin Loud and Saying Nothin
Djavan,Djavan Ao Vivo - Vol. 02,Pétala
Djavan,Djavan Ao Vivo - Vol. 02,Meu Bem-Querer
Djavan,Djavan Ao Vivo - Vol. 02,Cigano
Djavan,Djavan Ao Vivo - Vol. 02,Boa Noite
Djavan,Djavan Ao Vivo - Vol. 02,Fato Consumado
Djavan,Djavan Ao Vivo - Vol. 02,Faltando Um Pedaço
Djavan,Djavan Ao Vivo - Vol. 02,Álibi
Djavan,Djavan Ao Vivo - Vol. 02,Esquinas
Djavan,Djavan Ao Vivo - Vol. 02,Se...
Djavan,Djavan Ao Vivo - Vol. 02,Eu Te Devoro
Djavan,Djavan Ao Vivo - Vol. 02,Lilás
Djavan,Djavan Ao Vivo - Vol. 02,Acelerou
Djavan,Djavan Ao Vivo - Vol. 02,Um Amor Puro
Djavan,Djavan Ao Vivo - Vol. 1,Samurai
Djavan,Djavan Ao Vivo - Vol. 1,Nem Um Dia
Djavan,Djavan Ao Vivo - Vol. 1,Oceano
Djavan,Djavan Ao Vivo - Vol. 1,Açai
Djavan,Djavan Ao Vivo - Vol. 1,Serrado
Djavan,Djavan Ao Vivo - Vol. 1,Flor De Lis
Djavan,Djavan Ao Vivo - Vol. 1,Amar É Tudo
Djavan,Djavan Ao Vivo - Vol. 1,Azul
Djavan,Djavan Ao Vivo - Vol. 1,Seduzir
Djavan,Djavan Ao Vivo - Vol. 1,A Carta
Djavan,Djavan Ao Vivo - Vol. 1,Sina
Djavan,Djavan Ao Vivo - Vol. 1,Acelerou
Djavan,Djavan Ao Vivo - Vol. 1,Um Amor Puro
Eric Clapton,The Cream Of Clapton,Layla
Eric Clapton,The Cream Of Clapton,Badge
Eric Clapton,The Cream Of Clapton,I Feel Free
Eric Clapton,The Cream Of Clapton,Sunshine Of Your Love
Eric Clapton,The Cream Of Clapton,Crossroads
Eric Clapton,The Cream Of Clapton,Strange Brew
Eric Clapton,The Cream Of Clapton,White Room
Eric Clapton,The Cream Of Clapton,Bell Bottom Blues
Eric Clapton,The Cream Of Clapton,Cocaine
Eric Clapton,The Cream Of Clapton,I Shot The Sheriff
Eric Clapton,The Cream Of Clapton,After Midnight
Eric Clapton,The Cream Of Clapton,Swing Low Sweet Chariot
Eric Clapton,The Cream Of Clapton,Lay Down Sally
Eric Clapton,The Cream Of Clapton,Knockin On Heavens Door
Eric Clapton,The Cream Of Clapton,Wonderful Tonight
Eric Clapton,The Cream Of Clapton,Let It Grow
Eric Clapton,The Cream Of Clapton,Promises
Eric Clapton,The Cream Of Clapton,I Can't Stand It
Eric Clapton,Unplugged,Signe
Eric Clapton,Unplugged,Before You Accuse Me
Eric Clapton,Unplugged,Hey Hey
Eric Clapton,Unplugged,Tears In Heaven
Eric Clapton,Unplugged,Lonely Stranger
Eric Clapton,Unplugged,Nobody Knows You When You're Down & Out
Eric Clapton,Unplugged,Layla
Eric Clapton,Unplugged,Running On Faith
Eric Clapton,Unplugged,Walkin' Blues
Eric Clapton,Unplugged,Alberta
Eric Clapton,Unplugged,San Francisco Bay Blues
Eric Clapton,Unplugged,Malted Milk
Eric Clapton,Unplugged,Old Love
Eric Clapton,Unplugged,Rollin' And Tumblin'
Eric Clapton,Unplugged,A Novidade
Eric Clapton,Unplugged,Tenho Sede
Eric Clapton,Unplugged,Refazenda
Eric Clapton,Unplugged,Realce
Eric Clapton,Unplugged,Esotérico
Eric Clapton,Unplugged,Drão
Eric Clapton,Unplugged,A Paz
Eric Clapton,Unplugged,Beira Mar
Eric Clapton,Unplugged,Sampa
Eric Clapton,Unplugged,Parabolicamará
Eric Clapton,Unplugged,Tempo Rei
Eric Clapton,Unplugged,Expresso 2222
Eric Clapton,Unplugged,Aquele Abraço
Eric Clapton,Unplugged,Palco
Eric Clapton,Unplugged,Toda Menina Baiana
Eric Clapton,Unplugged,Sítio Do Pica-Pau Amarelo
Faith No More,Album Of The Year,Collision
Faith No More,Album Of The Year,Stripsearch
Faith No More,Album Of The Year,Last Cup Of Sorrow
Faith No More,Album Of The Year,Naked In Front Of The Computer
Faith No More,Album Of The Year,Helpless
Faith No More,Album Of The Year,Mouth To Mouth
Faith No More,Album Of The Year,Ashes To Ashes
Faith No More,Album Of The Year,She Loves Me Not
Faith No More,Album Of The Year,Got That Feeling
Faith No More,Album Of The Year,Paths Of Glory
Faith No More,Album Of The Year,Home Sick Home
Faith No More,Album Of The Year,Pristina
Faith No More,Angel Dust,Land Of Sunshine
Faith No More,Angel Dust,Caffeine
Faith No More,Angel Dust,Midlife Crisis
Faith No More,Angel Dust,RV
Faith No More,Angel Dust,Smaller And Smaller
Faith No More,Angel Dust,Everything's Ruined
Faith No More,Angel Dust,Malpractice
Faith No More,Angel Dust,Kindergarten
Faith No More,Angel Dust,Be Aggressive
Faith No More,Angel Dust,A Small Victory
Faith No More,Angel Dust,Crack Hitler
Faith No More,Angel Dust,Jizzlobber
Faith No More,Angel Dust,Midnight Cowboy
Faith No More,Angel Dust,Easy
Faith No More,King For A Day Fool For A Lifetime,Get Out
Faith No More,King For A Day Fool For A Lifetime,Ricochet
Faith No More,King For A Day Fool For A Lifetime,Evidence
Faith No More,King For A Day Fool For A Lifetime,The Gentle Art Of Making Enemies
Faith No More,King For A Day Fool For A Lifetime,Star A.D.
Faith No More,King For A Day Fool For A Lifetime,Cuckoo For Caca
Faith No More,King For A Day Fool For A Lifetime,Caralho Voador
Faith No More,King For A Day Fool For A Lifetime,Ugly In The Morning
Faith No More,King For A Day Fool For A Lifetime,Digging The Grave
